hour,n_hour_ids,LQ_est,med_est,UQ_est,LQ_est_char,med_est_char,UQ_est_char,n_obvs,all,bd,bd_label,route_name,year,city,short_name
15,17,378.37452025575897,350.1425733029956,322.63480772910845,6m 18s,6m 50s,5m 22s,77060,TRUE,15,15:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
16,17,380.8899633167471,350.92262398791433,322.3289799566171,6m 20s,6m 50s,5m 22s,52825,TRUE,16,16:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
17,17,382.7867791292788,352.4395516628932,323.6154278771608,6m 22s,6m 52s,5m 23s,39985,TRUE,17,17:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
18,17,379.21145042195536,347.6867261634625,321.23603348018594,6m 19s,6m 47s,5m 21s,62005,TRUE,18,18:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
19,17,420.5635440602885,357.05628923352214,326.4784762759345,7m 0s,6m 57s,5m 26s,58699,TRUE,19,19:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
20,17,524.0476753758586,389.7910869303823,339.0387708312804,9m 44s,6m 29s,6m 39s,60985,TRUE,20,20:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
21,17,553.884882600762,406.9756262824065,346.9179203983749,9m 13s,7m 46s,6m 46s,63110,TRUE,21,21:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
22,17,551.6989601269509,405.2425938996199,345.81225648100417,9m 11s,7m 45s,6m 45s,48446,TRUE,22,22:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
23,17,553.1685238625955,409.4169214873761,346.86420158791833,9m 13s,7m 49s,6m 46s,32163,TRUE,23,23:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2019,Brisbane,M2 (North)_Brisbane
0,14,557.2057880303862,401.7410056016392,338.8138593706812,9m 17s,7m 41s,6m 38s,51809,TRUE,0,00:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
1,14,565.893541166723,405.6954169791667,336.54510756583585,9m 25s,7m 45s,6m 36s,27145,TRUE,1,01:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
2,14,532.4522323170359,393.0736707256452,332.81361261905766,9m 52s,7m 33s,6m 32s,15077,TRUE,2,02:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
3,14,457.86467080503365,360.2693539154249,321.539431478759,8m 37s,6m 0s,5m 21s,27624,TRUE,3,03:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
4,14,404.4043348521424,348.6021089842727,315.8067793028125,7m 44s,6m 48s,5m 15s,38024,TRUE,4,04:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
5,14,375.3857357762522,343.0779504502627,316.1580489349627,6m 15s,6m 43s,5m 16s,43325,TRUE,5,05:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
6,14,371.2592231079772,340.4888539803609,313.6760571176017,6m 11s,6m 40s,5m 13s,48473,TRUE,6,06:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
7,14,375.6135568182216,345.8618228877862,315.66192255244874,6m 15s,6m 45s,5m 15s,52846,TRUE,7,07:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
8,14,375.50501251850267,345.88016616136883,316.79813795581055,6m 15s,6m 45s,5m 16s,61841,TRUE,8,08:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
9,14,377.5907536381724,346.0247908051622,316.1728165813824,6m 17s,6m 46s,5m 16s,86457,TRUE,9,09:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
10,14,374.5440977671232,345.20518437706465,316.9447181372294,6m 14s,6m 45s,5m 16s,80986,TRUE,10,10:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
11,14,373.2090308093016,345.0816518955768,317.7406206970917,6m 13s,6m 45s,5m 17s,79267,TRUE,11,11:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
12,14,375.35201328249974,345.6059012328266,317.3635795575225,6m 15s,6m 45s,5m 17s,80350,TRUE,12,12:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
13,14,375.46083244756255,346.5888467076229,318.4114711860224,6m 15s,6m 46s,5m 18s,83038,TRUE,13,13:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
14,14,378.1014842240046,346.8926667140739,317.4943308772465,6m 18s,6m 46s,5m 17s,76526,TRUE,14,14:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
15,14,388.627135246077,351.01321231319685,318.9797025547221,6m 28s,6m 51s,5m 18s,91127,TRUE,15,15:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
16,14,424.7602634666472,358.6053946173379,324.718390937392,7m 4s,6m 58s,5m 24s,147727,TRUE,16,16:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
17,14,403.2559701485186,359.3628404580268,325.6503750661978,7m 43s,6m 59s,5m 25s,181900,TRUE,17,17:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
18,14,382.4337472448799,347.78290248021636,317.219301432283,6m 22s,6m 47s,5m 17s,111669,TRUE,18,18:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
19,14,413.2159936488756,352.3139617629082,319.69580696254366,7m 53s,6m 52s,5m 19s,56958,TRUE,19,19:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
20,14,555.7573639086665,395.02043801681214,335.19555384593286,9m 15s,7m 35s,6m 35s,44436,TRUE,20,20:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
21,14,564.8191287032787,399.17014536381424,336.13347641520943,9m 24s,7m 39s,6m 36s,46042,TRUE,21,21:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
22,14,573.5020017197063,408.26082412345545,339.2338593066811,10m 33s,7m 48s,6m 39s,58448,TRUE,22,22:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
23,14,562.6395023747373,401.329229298582,338.8212832844869,9m 22s,7m 41s,6m 38s,65209,TRUE,23,23:00:00,M2 (North) - Pacific Motorway to Logan Motorway,2019,Brisbane,M2 (North)_Brisbane
0,17,338.94859152374113,320.44157798887335,310.1843200211536,6m 38s,5m 20s,5m 10s,27048,TRUE,0,00:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
1,17,341.30871452333844,321.2816809911749,310.3491289580894,6m 41s,5m 21s,5m 10s,56856,TRUE,1,01:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
2,17,339.48982287876976,320.9814406867423,310.09140912053317,6m 39s,5m 20s,5m 10s,44257,TRUE,2,02:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
3,17,345.6716773840679,322.23915174439077,310.4373200311054,6m 45s,5m 22s,5m 10s,33821,TRUE,3,03:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
4,17,336.8517549478355,319.3434597653627,308.672736613791,6m 36s,5m 19s,5m 8s,38511,TRUE,4,04:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
5,17,344.60529008505233,324.4350110645666,310.59358482331095,6m 44s,5m 24s,5m 10s,105902,TRUE,5,05:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
6,17,352.837035939637,328.1009238593975,312.95728988836424,6m 52s,5m 28s,5m 12s,141668,TRUE,6,06:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
7,17,395.9058620039294,340.04401117502084,319.13426176376345,7m 35s,6m 40s,5m 19s,139151,TRUE,7,07:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
8,17,426.5445972231836,340.7133881506569,316.03248061916514,7m 6s,6m 40s,5m 16s,161408,TRUE,8,08:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
9,17,355.3172203914759,323.93525159028474,310.39405744722603,6m 55s,5m 23s,5m 10s,185671,TRUE,9,09:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
10,17,347.3697929339544,321.4986743036556,308.9918351560503,6m 47s,5m 21s,5m 8s,152943,TRUE,10,10:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
11,17,343.1546237618219,320.243213766499,308.00013055723383,6m 43s,5m 20s,5m 8s,103859,TRUE,11,11:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
12,17,344.8833418138269,321.6740197756433,309.0192805953464,6m 44s,5m 21s,5m 9s,105573,TRUE,12,12:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
13,17,347.1105897841697,323.09809904901556,309.796537965623,6m 47s,5m 23s,5m 9s,96787,TRUE,13,13:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
14,17,345.2834100945656,321.6960734171798,309.0060198961899,6m 45s,5m 21s,5m 9s,85250,TRUE,14,14:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
15,17,343.1549221785187,321.63429928461056,308.81305915351714,6m 43s,5m 21s,5m 8s,78465,TRUE,15,15:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
16,17,341.3998752668896,321.48148465376966,309.3385571784082,6m 41s,5m 21s,5m 9s,51411,TRUE,16,16:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
17,17,342.3723518267367,322.1934913955762,310.02246359202724,6m 42s,5m 22s,5m 10s,51991,TRUE,17,17:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
18,17,337.1955458650405,319.4514560420349,308.96053626338744,6m 37s,5m 19s,5m 8s,68565,TRUE,18,18:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
19,17,336.0892740984928,319.47918228502226,309.643048653077,6m 36s,5m 19s,5m 9s,66425,TRUE,19,19:00:00,M2 (North) - Logan Motorway to Pacific Motorway,2020,Brisbane,M2 (North)_Brisbane
