hour,n_hour_ids,LQ_est,med_est,UQ_est,LQ_est_char,med_est_char,UQ_est_char,n_obvs,all,bd,bd_label,route_name,year,city,short_name
18,57,2453.5361704141933,1695.9928647441152,1310.639864660698,41m 53s,28m 15s,22m 50s,322863,FALSE,18,18:00:00,M5 - M1 to Hume Motorway,2022,Sydney,M5_Sydney
19,57,1447.4835922566515,1257.1514835834928,1173.0150660624902,24m 7s,21m 57s,20m 33s,178045,FALSE,19,19:00:00,M5 - M1 to Hume Motorway,2022,Sydney,M5_Sydney
20,57,1436.8576238475705,1261.037767628028,1174.8370012646435,24m 56s,21m 1s,20m 34s,153304,FALSE,20,20:00:00,M5 - M1 to Hume Motorway,2022,Sydney,M5_Sydney
21,57,1439.238818238719,1266.258018590339,1175.6911093239444,24m 59s,21m 6s,20m 35s,224530,FALSE,21,21:00:00,M5 - M1 to Hume Motorway,2022,Sydney,M5_Sydney
22,57,1585.5947249435767,1289.711908123954,1176.421656667075,26m 25s,21m 29s,20m 36s,156224,FALSE,22,22:00:00,M5 - M1 to Hume Motorway,2022,Sydney,M5_Sydney
23,57,1459.128588348257,1266.165770940999,1182.4523834569145,24m 19s,21m 6s,20m 42s,101339,FALSE,23,23:00:00,M5 - M1 to Hume Motorway,2022,Sydney,M5_Sydney
0,56,1583.9738773091035,1428.027817457997,1387.7528763785913,26m 23s,24m 48s,23m 7s,111301,FALSE,0,00:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
1,56,1537.7990435705758,1424.0952838558394,1386.5734003600148,26m 37s,24m 44s,23m 6s,118226,FALSE,1,01:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
2,56,1532.9419440272304,1427.6960480111768,1389.8445027578134,26m 32s,24m 47s,23m 9s,94122,FALSE,2,02:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
3,56,1514.7475917179718,1427.93971252939,1392.662548418271,25m 14s,24m 47s,23m 12s,235172,FALSE,3,03:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
4,56,1528.5232456771507,1423.8471502017765,1391.5447342428022,25m 28s,24m 43s,23m 11s,184694,FALSE,4,04:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
5,56,1570.4016278249726,1448.9164338712935,1394.441055247226,26m 10s,24m 8s,23m 14s,295436,FALSE,5,05:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
6,56,1626.7330483010776,1479.9520206243346,1404.0194696519698,27m 6s,25m 39s,23m 24s,357068,FALSE,6,06:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
7,56,1662.8513538731447,1490.7720828994527,1405.047620099158,28m 42s,25m 50s,23m 25s,299598,FALSE,7,07:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
8,56,1739.0949459423236,1515.4449590715085,1413.8511809530094,29m 59s,25m 15s,24m 33s,341251,FALSE,8,08:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
9,56,1678.6495017538855,1491.8623305726455,1405.4859933001223,28m 58s,25m 51s,23m 25s,472417,FALSE,9,09:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
10,56,1635.8199118275093,1478.0526693361053,1400.7002122508668,27m 15s,25m 38s,23m 20s,402949,FALSE,10,10:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
11,56,1642.315343964183,1475.156844669244,1397.5221793389624,27m 22s,25m 35s,23m 17s,432558,FALSE,11,11:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
12,56,1642.7412084615924,1474.4987620285567,1397.7428025855208,27m 22s,25m 34s,23m 17s,394350,FALSE,12,12:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
13,56,1660.2313439001014,1483.554907864905,1400.6677434692422,28m 40s,25m 43s,23m 20s,375674,FALSE,13,13:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
14,56,1787.219605100489,1523.8936010413493,1416.2871035255728,30m 47s,25m 23s,24m 36s,356744,FALSE,14,14:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
15,56,2414.344602402866,1783.7168534890232,1503.3287062507336,40m 14s,30m 43s,25m 3s,398375,FALSE,15,15:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
16,56,2786.709013548242,1985.9421154966983,1624.8530997692883,46m 26s,33m 5s,27m 4s,387963,FALSE,16,16:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
17,56,2486.3257855233783,1821.9009353212912,1521.1221600562208,41m 26s,30m 21s,25m 21s,462013,FALSE,17,17:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
18,56,1724.9182638623015,1512.377959968332,1406.9395337070366,29m 44s,25m 12s,23m 26s,440970,FALSE,18,18:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
19,56,1603.8704589191177,1449.1926500837842,1390.4436252326504,27m 43s,24m 9s,23m 10s,309764,FALSE,19,19:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
20,56,1584.5472637835392,1435.0288834766495,1390.3617770614085,26m 24s,24m 55s,23m 10s,274638,FALSE,20,20:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
21,56,1644.267120736784,1448.465223684362,1391.9431599303325,27m 24s,24m 8s,23m 11s,207804,FALSE,21,21:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
22,56,1626.4966365053351,1445.6216020947782,1390.7769589580655,27m 6s,24m 5s,23m 10s,158437,FALSE,22,22:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
23,56,1610.2838637017107,1438.206109691778,1389.0724743696228,27m 50s,24m 58s,23m 9s,139030,FALSE,23,23:00:00,M7 - M2 to M5,2019,Sydney,M7_Sydney
0,45,1607.2923469638802,1447.3668708876662,1399.5011149904603,27m 47s,24m 7s,23m 19s,141236,FALSE,0,00:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
1,45,1588.6447528898705,1442.5294467281003,1400.2983046256145,26m 28s,24m 2s,23m 20s,96179,FALSE,1,01:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
2,45,1590.5396432684186,1441.0642050637816,1393.26633203397,27m 30s,24m 1s,23m 13s,111799,FALSE,2,02:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
3,45,1599.4022072316573,1439.4743602722972,1391.93072414797,27m 39s,24m 59s,23m 11s,130850,FALSE,3,03:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
4,45,1560.0579982335942,1439.1634807416615,1394.1191017595004,26m 0s,24m 59s,23m 14s,237523,FALSE,4,04:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
5,45,1625.7807025966702,1462.9284191923368,1398.9546108745365,27m 5s,24m 22s,23m 18s,386696,FALSE,5,05:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
6,45,3103.535718442572,2152.112520952848,1631.2747960225656,52m 43s,36m 52s,27m 11s,376168,FALSE,6,06:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
7,45,2646.2927165266196,1820.2451860567128,1502.039222393041,44m 6s,30m 20s,25m 2s,337952,FALSE,7,07:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
8,45,2660.24909659284,1806.079043721263,1496.2607288309991,44m 20s,30m 6s,25m 56s,395056,FALSE,8,08:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
9,45,2019.5789754970472,1605.5733820959426,1434.7766731394167,34m 39s,27m 45s,24m 54s,684760,FALSE,9,09:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
10,45,1716.2816715031631,1505.7034913721657,1410.510707226702,29m 36s,25m 5s,24m 30s,548699,FALSE,10,10:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
11,45,1676.862386341836,1490.118803919161,1403.9201423598322,28m 56s,25m 50s,23m 23s,395686,FALSE,11,11:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
12,45,1670.1110497909635,1485.238358805444,1403.832230204866,28m 50s,25m 45s,23m 23s,380952,FALSE,12,12:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
13,45,1669.5670266126303,1482.4295790969804,1404.59892290727,28m 49s,25m 42s,23m 24s,366029,FALSE,13,13:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
14,45,1743.2115875830375,1498.7835589450715,1409.6226702754684,29m 3s,25m 58s,23m 29s,336920,FALSE,14,14:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
15,45,1866.3063945146705,1538.7541079246362,1421.1061139661522,31m 6s,26m 38s,24m 41s,360353,FALSE,15,15:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
16,45,2057.661586083549,1576.8613389888667,1435.7028049078456,34m 17s,26m 16s,24m 55s,467356,FALSE,16,16:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
17,45,1983.847978410349,1566.0133979067327,1431.1417446673172,33m 3s,26m 6s,24m 51s,452256,FALSE,17,17:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
18,45,1716.057548700969,1503.063327322212,1407.5434666217225,29m 36s,25m 3s,23m 27s,409539,FALSE,18,18:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
19,45,1615.0770838850726,1451.3785264659411,1396.0552321938733,27m 55s,24m 11s,23m 16s,215597,FALSE,19,19:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
20,45,1609.0602121932518,1447.5589013174156,1396.44898586721,27m 49s,24m 7s,23m 16s,211707,FALSE,20,20:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
21,45,1636.653711418092,1461.2289578905795,1398.0932515071,27m 16s,24m 21s,23m 18s,192729,FALSE,21,21:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
22,45,1637.039469419572,1459.832667437376,1397.2704055949444,27m 17s,24m 19s,23m 17s,181739,FALSE,22,22:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
23,45,1633.7951943152664,1453.583827820068,1397.9020445127585,27m 13s,24m 13s,23m 17s,193040,FALSE,23,23:00:00,M7 - M5 to M2,2019,Sydney,M7_Sydney
0,56,1617.932681682974,1432.3788218486225,1388.6841243999606,27m 57s,24m 52s,23m 8s,133493,TRUE,0,00:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
1,56,1574.590532483545,1427.1613245785752,1387.3230845353835,26m 14s,24m 47s,23m 7s,108502,TRUE,1,01:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
2,56,1562.823234773022,1435.580644821556,1390.6225958132998,26m 2s,24m 55s,23m 10s,114193,TRUE,2,02:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
3,56,1553.5043075173237,1432.0959979477418,1392.0054723846672,26m 53s,24m 52s,23m 12s,231365,TRUE,3,03:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
4,56,1556.0443695936283,1438.5093665347508,1397.1860809251132,26m 56s,24m 58s,23m 17s,153192,TRUE,4,04:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
5,56,1589.3598801739113,1455.2284838517835,1396.8835047774205,26m 29s,24m 15s,23m 16s,205749,TRUE,5,05:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
6,56,1706.9615513268725,1498.288917358048,1410.0246810004342,28m 26s,25m 58s,24m 30s,259103,TRUE,6,06:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
7,56,1680.0548918798816,1491.9966298720356,1406.2174989845826,28m 0s,25m 51s,23m 26s,261496,TRUE,7,07:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
8,56,1745.4736045918016,1506.315967053234,1414.2452324276956,29m 5s,25m 6s,24m 34s,335057,TRUE,8,08:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
9,56,1672.5500041390535,1493.2135327494332,1412.053332771546,28m 52s,25m 53s,24m 32s,348857,TRUE,9,09:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
10,56,1658.4719234454706,1483.6351591089726,1404.1604089061564,28m 38s,25m 43s,23m 24s,312424,TRUE,10,10:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
11,56,1656.2100333024698,1473.1600137662101,1399.554210336708,28m 36s,25m 33s,23m 19s,320323,TRUE,11,11:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
12,56,1641.606498057561,1472.2256478162826,1399.0414629586412,27m 21s,25m 32s,23m 19s,266477,TRUE,12,12:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
13,56,1659.3653677563127,1479.5544689376152,1401.7491966647117,28m 39s,25m 39s,23m 21s,267567,TRUE,13,13:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
14,56,1792.2445367828395,1507.2979173726792,1411.622725697876,30m 52s,25m 7s,24m 31s,273378,TRUE,14,14:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
15,56,2236.3909793071853,1707.7117430224723,1456.7811546421071,37m 16s,28m 27s,24m 16s,288298,TRUE,15,15:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
16,56,2782.833908501669,1981.4414896036271,1595.6515785997692,46m 22s,33m 1s,27m 35s,329034,TRUE,16,16:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
17,56,2372.04342868625,1762.491466627181,1460.115103822921,40m 32s,29m 22s,24m 20s,434137,TRUE,17,17:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
18,56,1672.9562973063594,1498.809444402026,1409.1163104046248,28m 52s,25m 58s,23m 29s,408929,TRUE,18,18:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
19,56,1588.6922444392617,1446.4200182744974,1392.7062176925692,26m 28s,24m 6s,23m 12s,323081,TRUE,19,19:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
20,56,1575.0734540589235,1442.9701532827446,1392.5030873065973,26m 15s,24m 2s,23m 12s,218707,TRUE,20,20:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
21,56,1617.8918797974964,1451.1421800080568,1397.1027554038972,27m 57s,24m 11s,23m 17s,209239,TRUE,21,21:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
22,56,1650.4170446766486,1469.0159050212785,1398.9237273900649,28m 30s,24m 29s,23m 18s,186823,TRUE,22,22:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
23,56,1632.6649109632792,1441.753904011476,1390.6656513655394,27m 12s,24m 1s,23m 10s,151401,TRUE,23,23:00:00,M7 - M2 to M5,2020,Sydney,M7_Sydney
0,44,1649.8442402560934,1456.020815323381,1400.6087844458489,27m 29s,24m 16s,23m 20s,138485,TRUE,0,00:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
1,44,1629.2195159973146,1447.3948592861202,1398.7749673339883,27m 9s,24m 7s,23m 18s,93044,TRUE,1,01:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
2,44,1647.1823564263616,1449.1795186105471,1396.866845720517,27m 27s,24m 9s,23m 16s,84253,TRUE,2,02:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
3,44,1627.8175455651124,1459.148108862424,1400.8018968707158,27m 7s,24m 19s,23m 20s,117919,TRUE,3,03:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
4,44,1587.027359249464,1448.4042390685263,1400.1457844037784,26m 27s,24m 8s,23m 20s,205827,TRUE,4,04:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
5,44,1627.6539746962153,1472.5555806776194,1403.6419202494485,27m 7s,25m 32s,23m 23s,283463,TRUE,5,05:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
6,44,2574.9923065002813,1788.2470662633852,1485.7098481943758,43m 54s,30m 48s,25m 45s,267232,TRUE,6,06:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
7,44,2364.8946927954908,1674.9619741997922,1457.646004237289,39m 24s,28m 54s,24m 17s,255511,TRUE,7,07:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
8,44,2150.699028077735,1589.3466378119865,1429.6846791342916,36m 50s,26m 29s,24m 49s,271054,TRUE,8,08:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
9,44,1867.4917272339255,1539.9566357875913,1422.8885165734453,31m 7s,26m 39s,24m 42s,478379,TRUE,9,09:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
10,44,1741.3570212063364,1511.3476673744751,1413.5362966401185,29m 1s,25m 11s,24m 33s,327986,TRUE,10,10:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
11,44,1685.841552781454,1487.7817687424997,1404.712065352167,28m 5s,25m 47s,23m 24s,289621,TRUE,11,11:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
12,44,1685.271172614799,1483.9175506622855,1406.7771643670403,28m 5s,25m 43s,23m 26s,307642,TRUE,12,12:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
13,44,1680.8190429429153,1482.6990029171886,1408.866907221915,28m 0s,25m 42s,23m 28s,312101,TRUE,13,13:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
14,44,1739.3405103596313,1495.9258969732975,1413.4645410811722,29m 59s,25m 55s,24m 33s,271661,TRUE,14,14:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
15,44,1990.1945281517635,1561.8992875432748,1432.7879805685968,33m 10s,26m 1s,24m 52s,253763,TRUE,15,15:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
16,44,2101.3529565895833,1596.852799049275,1446.1408561750288,35m 1s,27m 36s,24m 6s,377470,TRUE,16,16:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
17,44,1940.4920862691235,1552.534085553964,1431.6257434327538,32m 20s,26m 52s,24m 51s,387472,TRUE,17,17:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
18,44,1696.0570457739796,1495.244899594483,1411.0248000269075,28m 16s,25m 55s,24m 31s,350153,TRUE,18,18:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
19,44,1618.39206004651,1452.6114453544903,1401.5860426063357,27m 58s,24m 12s,23m 21s,186192,TRUE,19,19:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
20,44,1640.570301870882,1463.3556846194267,1404.5134855285278,27m 20s,24m 23s,23m 24s,180570,TRUE,20,20:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
21,44,1670.0565205060616,1479.746686118994,1410.5651681629142,28m 50s,25m 39s,24m 30s,196260,TRUE,21,21:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
22,44,1682.5128837611358,1477.7513487390297,1409.3840011095674,28m 2s,25m 37s,23m 29s,209114,TRUE,22,22:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
23,44,1662.1707662771132,1460.58197845777,1402.0333814697087,28m 42s,24m 20s,23m 22s,188197,TRUE,23,23:00:00,M7 - M5 to M2,2020,Sydney,M7_Sydney
0,58,1628.562298816537,1453.3446101391655,1393.9244700320414,27m 8s,24m 13s,23m 13s,129528,TRUE,0,00:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
1,58,1638.861576689093,1454.412992780536,1397.7027949622948,27m 18s,24m 14s,23m 17s,154794,TRUE,1,01:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
2,58,1801.161937865822,1472.7019438458312,1403.2786214545308,30m 1s,25m 32s,23m 23s,166530,TRUE,2,02:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
3,58,1814.433049599029,1509.9314013396338,1409.6826965945263,30m 14s,25m 9s,23m 29s,250937,TRUE,3,03:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
4,58,1636.7851716765394,1471.4532760296097,1405.591461205576,27m 16s,25m 31s,23m 25s,300134,TRUE,4,04:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
5,58,1574.52181569937,1457.106809833531,1408.673877504853,26m 14s,24m 17s,23m 28s,373491,TRUE,5,05:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
6,58,1745.5219350310012,1530.54449708104,1425.4698178738747,29m 5s,26m 30s,24m 45s,432518,TRUE,6,06:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
7,58,1713.507084482976,1504.267115752057,1415.8217847148658,29m 33s,25m 4s,24m 35s,436628,TRUE,7,07:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
8,58,1962.204999058276,1555.0327374764104,1436.868555147542,33m 42s,26m 55s,24m 56s,615864,TRUE,8,08:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
9,58,1720.218109508059,1511.5829808931037,1419.9089248550133,29m 40s,25m 11s,24m 39s,540486,TRUE,9,09:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
10,58,1657.3273783462869,1488.8520825989797,1410.4324012369882,28m 37s,25m 48s,24m 30s,421584,TRUE,10,10:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
11,58,1648.8427240986107,1488.2490511091532,1410.830373553174,27m 28s,25m 48s,24m 30s,443586,TRUE,11,11:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
12,58,1660.214404424844,1492.2878814430933,1415.9235994049086,28m 40s,25m 52s,24m 35s,376562,TRUE,12,12:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
13,58,1680.9118085359687,1495.3807402426453,1414.9791574057333,28m 0s,25m 55s,24m 34s,396610,TRUE,13,13:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
14,58,1871.903428777632,1531.6278683369455,1433.1044031274855,31m 11s,26m 31s,24m 53s,406896,TRUE,14,14:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
15,58,2472.386012949247,1827.7086753619335,1473.9855712525662,41m 12s,30m 27s,25m 33s,411483,TRUE,15,15:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
16,58,2985.3721241197627,2089.6145514454192,1570.9715348781924,50m 45s,35m 49s,26m 10s,471410,TRUE,16,16:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
17,58,2812.4680172968942,1905.746019018668,1475.750281316224,47m 52s,32m 45s,25m 35s,551310,TRUE,17,17:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
18,58,1906.789735222162,1537.6196918703645,1430.0691771546942,32m 46s,26m 37s,24m 50s,545155,TRUE,18,18:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
19,58,1610.2183074586512,1465.2401711140585,1397.44571067291,27m 50s,24m 25s,23m 17s,378620,TRUE,19,19:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
20,58,1583.9068655973726,1452.4745046151702,1398.7810261755203,26m 23s,24m 12s,23m 18s,259308,TRUE,20,20:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
21,58,1627.0074027244175,1462.4161830898863,1397.7540113440891,27m 7s,24m 22s,23m 17s,307214,TRUE,21,21:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
22,58,1627.478281543591,1456.760121619555,1396.1563777319896,27m 7s,24m 16s,23m 16s,253701,TRUE,22,22:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
23,58,1640.874866830968,1457.8007874118491,1394.8513285202057,27m 20s,24m 17s,23m 14s,177060,TRUE,23,23:00:00,M7 - M2 to M5,2021,Sydney,M7_Sydney
0,46,1595.5924212890163,1443.3722281894654,1397.3282837879035,27m 35s,24m 3s,23m 17s,99028,TRUE,0,00:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
1,46,1613.2731036712626,1446.0808071003898,1398.3497187447572,27m 53s,24m 6s,23m 18s,77875,TRUE,1,01:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
2,46,1657.3617112232275,1464.3931070353965,1400.2162410601131,28m 37s,24m 24s,23m 20s,78762,TRUE,2,02:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
3,46,1615.7370213276354,1462.4733846701952,1402.7740941520372,27m 55s,24m 22s,23m 22s,110484,TRUE,3,03:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
4,46,1569.69515973416,1447.0445926782722,1402.8332772134554,26m 9s,24m 7s,23m 22s,158044,TRUE,4,04:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
5,46,1620.855288946195,1487.8530354384818,1418.7349441094614,27m 0s,25m 47s,24m 38s,300738,TRUE,5,05:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
6,46,2710.33501033846,1863.2525461216153,1510.9817189535624,45m 10s,31m 3s,25m 10s,342523,TRUE,6,06:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
7,46,2365.4587087891255,1670.238025910142,1460.4469821853904,39m 25s,28m 50s,24m 20s,379611,TRUE,7,07:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
8,46,2126.2809340137196,1634.87651345095,1453.6412135747862,35m 26s,27m 14s,24m 13s,350613,TRUE,8,08:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
9,46,1874.9775501328663,1555.277141749436,1432.5450265497402,31m 14s,26m 55s,24m 52s,460547,TRUE,9,09:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
10,46,1781.5621432468158,1517.5963017792903,1418.0504992893802,30m 41s,25m 17s,24m 38s,328112,TRUE,10,10:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
11,46,1738.681757322394,1507.5556146342888,1416.506856480933,29m 58s,25m 7s,24m 36s,298964,TRUE,11,11:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
12,46,1729.2502358124652,1504.4933531562642,1416.6499143408475,29m 49s,25m 4s,24m 36s,318329,TRUE,12,12:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
13,46,1708.5719041564666,1502.63626553807,1417.083047401911,28m 28s,25m 2s,24m 37s,318084,TRUE,13,13:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
14,46,1849.098941699055,1532.0885545865185,1428.0996188306358,31m 49s,26m 32s,24m 48s,284121,TRUE,14,14:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
15,46,2260.9238796781783,1627.4008531217214,1447.978022480705,38m 40s,27m 7s,24m 7s,288123,TRUE,15,15:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
16,46,2505.020506282886,1734.4756008488505,1461.4030427849486,42m 45s,29m 54s,24m 21s,361522,TRUE,16,16:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
17,46,2354.0648330058875,1667.0868143527357,1453.534525733498,39m 14s,28m 47s,24m 13s,372140,TRUE,17,17:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
18,46,1805.479434650507,1515.154505098147,1422.5973088828166,30m 5s,25m 15s,24m 42s,281437,TRUE,18,18:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
19,46,1607.5564884210896,1457.7307338128792,1408.221578462603,27m 47s,24m 17s,23m 28s,169432,TRUE,19,19:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
20,46,1642.597289697376,1453.27441931272,1404.4822328699097,27m 22s,24m 13s,23m 24s,159683,TRUE,20,20:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
21,46,1635.4686379232849,1465.3317481096844,1405.322812545843,27m 15s,24m 25s,23m 25s,173731,TRUE,21,21:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
22,46,1641.049807325402,1461.91476120045,1403.5903619600429,27m 21s,24m 21s,23m 23s,185766,TRUE,22,22:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
23,46,1645.8121006657393,1454.2159720321445,1403.1280374749815,27m 25s,24m 14s,23m 23s,138026,TRUE,23,23:00:00,M7 - M5 to M2,2021,Sydney,M7_Sydney
0,61,1601.9960445869356,1433.112296939368,1390.8052069322582,27m 41s,24m 53s,23m 10s,225653,TRUE,0,00:00:00,M7 - M2 to M5,2022,Sydney,M7_Sydney
1,61,1583.1648742049006,1434.379121219104,1388.724083470831,26m 23s,24m 54s,23m 8s,200683,TRUE,1,01:00:00,M7 - M2 to M5,2022,Sydney,M7_Sydney
